"sample","fastq_1","fastq_2","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"ERX1399915","ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/005/ERR1328295/ERR1328295.fastq.gz","","ERR1328295","ERX1399915","SAMEA3902977","ERS1090111","PRJEB13058","ERP014596","ERA582744","E-MTAB-4564:PC RBP10-Myc -tet poly B","E-MTAB-4564:PC RBP10-Myc -tet poly B","E-MTAB-4564:PC RBP10-Myc -tet poly B","E-MTAB-4564","SINGLE","RANDOM","TRANSCRIPTOMIC","RNA-Seq","PC RBP10-Myc -tet poly B","Illumina HiSeq 2000","ILLUMINA","1114651950","22293039","5691","Trypanosoma brucei","PC RBP10-Myc -tet poly B","Illumina HiSeq 2000 sequencing: Function of Trypanosome brucei RBP10","Function of Trypanosome brucei RBP10","Protocols: Various see sample notes rRNA depletion standard Illumina","c76e6d7b2dbe3daf345e7e2913b0b490","997810850","ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/005/ERR1328295/ERR1328295.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR132/005/ERR1328295/ERR1328295.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR132/005/ERR1328295/ERR1328295.fastq.gz"
"ERX1466859","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395522/ERR1395522_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395522/ERR1395522_2.fastq.gz","ERR1395522","ERX1466859","SAMEA3950373","ERS1137507","PRJEB8747","ERP009780","ERA612166","ena-RUN-DUNDEE-02-05-2016-14:28:41:628-1","ena-EXPERIMENT-DUNDEE-02-05-2016-14:28:41:627-1","OverexpressionVEXi6m.1_uninduced","ena-STUDY-DUNDEE-10-03-2015-10:08:43:126-337","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","Illumina HiSeq 2000","ILLUMINA","5509878000","27549390","5702","Trypanosoma brucei brucei","OverexpressionVEXi6m","Illumina HiSeq 2000 paired end sequencing","RNAseq analysis of Tb927.11.16920 perturbation.","Tb927.11.16920 was over expressed with 6 myc epitope tags.","fb185bbeed5618fe822938b8408bbbbb;e87ffdf800662193fe295778b6586023","1618303973;1721816741","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395522/ERR1395522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395522/ERR1395522_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395522/ERR1395522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395522/ERR1395522_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR139/002/ERR1395522/ERR1395522_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR139/002/ERR1395522/ERR1395522_2.fastq.gz"
"ERX1466860","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/003/ERR1395523/ERR1395523_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/003/ERR1395523/ERR1395523_2.fastq.gz","ERR1395523","ERX1466860","SAMEA3950374","ERS1137508","PRJEB8747","ERP009780","ERA612166","ena-RUN-DUNDEE-02-05-2016-14:28:41:628-2","ena-EXPERIMENT-DUNDEE-02-05-2016-14:28:41:628-2","OverexpressionVEXi6m.2_uninduced","ena-STUDY-DUNDEE-10-03-2015-10:08:43:126-337","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","Illumina HiSeq 2000","ILLUMINA","5526098400","27630492","5702","Trypanosoma brucei brucei","OverexpressionVEXi6m","Illumina HiSeq 2000 paired end sequencing","RNAseq analysis of Tb927.11.16920 perturbation.","Tb927.11.16920 was over expressed with 6 myc epitope tags.","6a32d3ddcc5ae266ef45219b97d461a0;e88c7d3e0c3c78adc7694467406edee9","1618235056;1735669570","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/003/ERR1395523/ERR1395523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/003/ERR1395523/ERR1395523_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/003/ERR1395523/ERR1395523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/003/ERR1395523/ERR1395523_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR139/003/ERR1395523/ERR1395523_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR139/003/ERR1395523/ERR1395523_2.fastq.gz"
"ERX1466861","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395524/ERR1395524_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395524/ERR1395524_2.fastq.gz","ERR1395524","ERX1466861","SAMEA3950375","ERS1137509","PRJEB8747","ERP009780","ERA612166","ena-RUN-DUNDEE-02-05-2016-14:28:41:628-3","ena-EXPERIMENT-DUNDEE-02-05-2016-14:28:41:628-3","OverexpressionVEXi6m.1_induced","ena-STUDY-DUNDEE-10-03-2015-10:08:43:126-337","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","Illumina HiSeq 2000","ILLUMINA","5496315200","27481576","5702","Trypanosoma brucei brucei","OverexpressionVEXi6m","Illumina HiSeq 2000 paired end sequencing","RNAseq analysis of Tb927.11.16920 perturbation.","Tb927.11.16920 was over expressed with 6 myc epitope tags.","6cbe567e7f12e23c096dfd23a31f58fa;ecd9ed74ea153ca00f9cbd09d6f84490","1627794106;1743638123","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395524/ERR1395524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395524/ERR1395524_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395524/ERR1395524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395524/ERR1395524_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR139/004/ERR1395524/ERR1395524_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR139/004/ERR1395524/ERR1395524_2.fastq.gz"
"ERX1466862","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395525/ERR1395525_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395525/ERR1395525_2.fastq.gz","ERR1395525","ERX1466862","SAMEA3950376","ERS1137510","PRJEB8747","ERP009780","ERA612166","ena-RUN-DUNDEE-02-05-2016-14:28:41:628-4","ena-EXPERIMENT-DUNDEE-02-05-2016-14:28:41:628-4","OverexpressionVEXi6m.2_induced","ena-STUDY-DUNDEE-10-03-2015-10:08:43:126-337","PAIRED","Oligo-dT","TRANSCRIPTOMIC","RNA-Seq","unspecified","Illumina HiSeq 2000","ILLUMINA","5588684800","27943424","5702","Trypanosoma brucei brucei","OverexpressionVEXi6m","Illumina HiSeq 2000 paired end sequencing","RNAseq analysis of Tb927.11.16920 perturbation.","Tb927.11.16920 was over expressed with 6 myc epitope tags.","827eae8b1b57e4fa8e9d011671f25e58;81e7a66ad2fff78de39b75de6e35aea5","1706200653;1814573938","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395525/ERR1395525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395525/ERR1395525_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395525/ERR1395525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395525/ERR1395525_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR139/005/ERR1395525/ERR1395525_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR139/005/ERR1395525/ERR1395525_2.fastq.gz"
"ERX1483943","ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1413153/ERR1413153_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1413153/ERR1413153_2.fastq.gz","ERR1413153","ERX1483943","SAMEA3986275","ERS1157385","PRJEB8747","ERP009780","ERA624304","ena-RUN-DUNDEE-11-05-2016-19:41:08:638-1","ena-EXPERIMENT-DUNDEE-11-05-2016-19:41:08:638-1","Wild Type1","ena-STUDY-DUNDEE-10-03-2015-10:08:43:126-337","PAIRED","HMPR","TRANSCRIPTOMIC","RNA-Seq","unspecified","Illumina HiSeq 2000","ILLUMINA","5493607352","27196076","5702","Trypanosoma brucei brucei","Wild Type","Illumina HiSeq 2000 paired end sequencing","RNAseq analysis of Tb927.11.16920 perturbation.","Mitat1.2 (VSG-2 expressing) RNA-seq of wild type T. brucei","00cc6d3bf35480772dec23faca7fbfc8;e5e483ba96588d2f9e7a14cdabc55006","2254988276;2279103369","ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1413153/ERR1413153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1413153/ERR1413153_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1413153/ERR1413153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/003/ERR1413153/ERR1413153_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR141/003/ERR1413153/ERR1413153_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR141/003/ERR1413153/ERR1413153_2.fastq.gz"
"ERX1483944","ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1413154/ERR1413154_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1413154/ERR1413154_2.fastq.gz","ERR1413154","ERX1483944","SAMEA3986276","ERS1157386","PRJEB8747","ERP009780","ERA624304","ena-RUN-DUNDEE-11-05-2016-19:41:08:638-2","ena-EXPERIMENT-DUNDEE-11-05-2016-19:41:08:638-2","Wild Type2","ena-STUDY-DUNDEE-10-03-2015-10:08:43:126-337","PAIRED","RT-PCR","TRANSCRIPTOMIC","RNA-Seq","unspecified","Illumina HiSeq 2000","ILLUMINA","5317083188","26322194","5702","Trypanosoma brucei brucei","Wild Type","Illumina HiSeq 2000 paired end sequencing","RNAseq analysis of Tb927.11.16920 perturbation.","Mitat1.2 (VSG-2 expressing) RNA-seq of wild type T. brucei","2bf7c2625d60cbc85493fcabfe724b82;d2684ad20161dca32163ca7e3fdf9f21","2186276295;2207501876","ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1413154/ERR1413154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1413154/ERR1413154_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1413154/ERR1413154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1413154/ERR1413154_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR141/004/ERR1413154/ERR1413154_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR141/004/ERR1413154/ERR1413154_2.fastq.gz"
"ERX2276135","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2222763/ERR2222763_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2222763/ERR2222763_2.fastq.gz","ERR2222763","ERX2276135","SAMEA104432338","ERS2050280","PRJEB23973","ERP105761","ERA1159285","ena-RUN-WTCMP-15-12-2017-15:42:39:555-1","ena-EXPERIMENT-WTCMP-15-12-2017-15:42:39:555-1","19704_24hrneg1","ena-STUDY-WTCMP-15-12-2017-15:42:42:006-204","PAIRED","RANDOM PCR","TRANSCRIPTOMIC","ssRNA-seq","unspecified","NextSeq 500","ILLUMINA","5230650670","35428026","185431","Trypanosoma brucei brucei TREU927","24 hour timepoint, uninduced, replicate 1, clone 19047","NextSeq 500 paired end sequencing","The ATR kinase of Trypanosoma brucei links DNA damage signalling during antigenic variation with regulation of RNA Polymerase I transcribed surface antigens","Uninduced sample, 24 hour timepoint, replicate 1, clone 19047","3fd79d22f2351cec8ee81a0e3bcd4daa;1f13fe6108f509a68cbd7a1e47059a42","1405186618;1471011607","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2222763/ERR2222763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2222763/ERR2222763_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2222763/ERR2222763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/003/ERR2222763/ERR2222763_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/003/ERR2222763/ERR2222763_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/003/ERR2222763/ERR2222763_2.fastq.gz"
"ERX2276136","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2222764/ERR2222764_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2222764/ERR2222764_2.fastq.gz","ERR2222764","ERX2276136","SAMEA104432339","ERS2050281","PRJEB23973","ERP105761","ERA1159285","ena-RUN-WTCMP-15-12-2017-15:42:39:555-2","ena-EXPERIMENT-WTCMP-15-12-2017-15:42:39:555-2","19704_24hrpos1","ena-STUDY-WTCMP-15-12-2017-15:42:42:006-204","PAIRED","RANDOM PCR","TRANSCRIPTOMIC","ssRNA-seq","unspecified","NextSeq 500","ILLUMINA","4796353147","32549052","185431","Trypanosoma brucei brucei TREU927","24 hour timepoint, tet-induced, replicate 1, clone 19047","NextSeq 500 paired end sequencing","The ATR kinase of Trypanosoma brucei links DNA damage signalling during antigenic variation with regulation of RNA Polymerase I transcribed surface antigens","Tet-induced sample, 24 hour timepoint, replicate 1, clone 19047","29d77facc43b20654d3518cb6717141b;6658be307a1677a5deb6835c5436aa1b","1295681523;1341234285","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2222764/ERR2222764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2222764/ERR2222764_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2222764/ERR2222764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/004/ERR2222764/ERR2222764_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/004/ERR2222764/ERR2222764_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/004/ERR2222764/ERR2222764_2.fastq.gz"
"ERX2276137","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2222765/ERR2222765_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2222765/ERR2222765_2.fastq.gz","ERR2222765","ERX2276137","SAMEA104432340","ERS2050282","PRJEB23973","ERP105761","ERA1159285","ena-RUN-WTCMP-15-12-2017-15:42:39:555-3","ena-EXPERIMENT-WTCMP-15-12-2017-15:42:39:555-3","19047_36hrneg1","ena-STUDY-WTCMP-15-12-2017-15:42:42:006-204","PAIRED","RANDOM PCR","TRANSCRIPTOMIC","ssRNA-seq","unspecified","NextSeq 500","ILLUMINA","3619775073","32703900","185431","Trypanosoma brucei brucei TREU927","36 hour timepoint, uninduced, replicate 1, clone 19047","NextSeq 500 paired end sequencing","The ATR kinase of Trypanosoma brucei links DNA damage signalling during antigenic variation with regulation of RNA Polymerase I transcribed surface antigens","Uninduced sample, 36 hour timepoint, replicate 1, clone 19047","cf10f89f8c8a7efed5cb2f5aaa7446e8;133719458908d8348ec85da6dadc5e92;169d8bd407d3a1de0779a1d10344313c","658575324;638648437;665531845","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2222765/ERR2222765.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2222765/ERR2222765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2222765/ERR2222765_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2222765/ERR2222765.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2222765/ERR2222765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/005/ERR2222765/ERR2222765_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/005/ERR2222765/ERR2222765.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/005/ERR2222765/ERR2222765_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/005/ERR2222765/ERR2222765_2.fastq.gz"
"ERX2276138","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/006/ERR2222766/ERR2222766_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/006/ERR2222766/ERR2222766_2.fastq.gz","ERR2222766","ERX2276138","SAMEA104432341","ERS2050283","PRJEB23973","ERP105761","ERA1159285","ena-RUN-WTCMP-15-12-2017-15:42:39:555-4","ena-EXPERIMENT-WTCMP-15-12-2017-15:42:39:555-4","19047_36hrpos1","ena-STUDY-WTCMP-15-12-2017-15:42:42:006-204","PAIRED","RANDOM PCR","TRANSCRIPTOMIC","ssRNA-seq","unspecified","NextSeq 500","ILLUMINA","5433365559","36828552","185431","Trypanosoma brucei brucei TREU927","36 hour timepoint, tet-induced, replicate 1, clone 19047","NextSeq 500 paired end sequencing","The ATR kinase of Trypanosoma brucei links DNA damage signalling during antigenic variation with regulation of RNA Polymerase I transcribed surface antigens","Tet-induced sample, 36 hour timepoint, replicate 1, clone 19047","dae7bc2359f6ef64c3e70fe23c5c3eb9;9a2bb2957843161f2ce367bb52dc0f78","1463260056;1515364780","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/006/ERR2222766/ERR2222766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/006/ERR2222766/ERR2222766_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/006/ERR2222766/ERR2222766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/006/ERR2222766/ERR2222766_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/006/ERR2222766/ERR2222766_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/006/ERR2222766/ERR2222766_2.fastq.gz"
"ERX2276139","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2222767/ERR2222767_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2222767/ERR2222767_2.fastq.gz","ERR2222767","ERX2276139","SAMEA104432342","ERS2050284","PRJEB23973","ERP105761","ERA1159285","ena-RUN-WTCMP-15-12-2017-15:42:39:555-5","ena-EXPERIMENT-WTCMP-15-12-2017-15:42:39:555-5","17970_24hrneg2","ena-STUDY-WTCMP-15-12-2017-15:42:42:006-204","PAIRED","RANDOM PCR","TRANSCRIPTOMIC","ssRNA-seq","unspecified","NextSeq 500","ILLUMINA","5686903059","38413397","185431","Trypanosoma brucei brucei TREU927","24 hour timepoint, uninduced, replicate 2, clone 17970","NextSeq 500 paired end sequencing","The ATR kinase of Trypanosoma brucei links DNA damage signalling during antigenic variation with regulation of RNA Polymerase I transcribed surface antigens","Uninduced sample, 24 hour timepoint, replicate 2, clone 17970","b8fa4f2317089635ba4d95549c07a197;6deaa59fe480f4d5afaca8547e2b964f","1518861981;1584051002","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2222767/ERR2222767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2222767/ERR2222767_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2222767/ERR2222767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/007/ERR2222767/ERR2222767_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/007/ERR2222767/ERR2222767_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/007/ERR2222767/ERR2222767_2.fastq.gz"
"ERX2276140","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2222768/ERR2222768_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2222768/ERR2222768_2.fastq.gz","ERR2222768","ERX2276140","SAMEA104432343","ERS2050285","PRJEB23973","ERP105761","ERA1159285","ena-RUN-WTCMP-15-12-2017-15:42:39:555-6","ena-EXPERIMENT-WTCMP-15-12-2017-15:42:39:555-6","17970_24hrpos2","ena-STUDY-WTCMP-15-12-2017-15:42:42:006-204","PAIRED","RANDOM PCR","TRANSCRIPTOMIC","ssRNA-seq","unspecified","NextSeq 500","ILLUMINA","6072349813","41007085","185431","Trypanosoma brucei brucei TREU927","24 hour timepoint, tet-induced, replicate 2, clone 17970","NextSeq 500 paired end sequencing","The ATR kinase of Trypanosoma brucei links DNA damage signalling during antigenic variation with regulation of RNA Polymerase I transcribed surface antigens","Tet-induced sample, 24 hour timepoint, replicate 2, clone 17970","8b0d2ef4bde104583500e8267b208263;75a2bbf33acbb20c009a2a1f24a183dc","1628995558;1707533572","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2222768/ERR2222768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2222768/ERR2222768_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2222768/ERR2222768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/008/ERR2222768/ERR2222768_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/008/ERR2222768/ERR2222768_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/008/ERR2222768/ERR2222768_2.fastq.gz"
"ERX2276141","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2222769/ERR2222769_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2222769/ERR2222769_2.fastq.gz","ERR2222769","ERX2276141","SAMEA104432344","ERS2050286","PRJEB23973","ERP105761","ERA1159285","ena-RUN-WTCMP-15-12-2017-15:42:39:555-7","ena-EXPERIMENT-WTCMP-15-12-2017-15:42:39:555-7","17970_36hrneg2","ena-STUDY-WTCMP-15-12-2017-15:42:42:006-204","PAIRED","RANDOM PCR","TRANSCRIPTOMIC","ssRNA-seq","unspecified","NextSeq 500","ILLUMINA","5421960556","36638040","185431","Trypanosoma brucei brucei TREU927","36 hour timepoint, uninduced, replicate 2, clone 17970","NextSeq 500 paired end sequencing","The ATR kinase of Trypanosoma brucei links DNA damage signalling during antigenic variation with regulation of RNA Polymerase I transcribed surface antigens","Uninduced sample, 36 hour timepoint, replicate 2, clone 17970","719a52d1e8bc6e6b302e7d77dffbdcbc;32d81570583eedf42e636bbac8f04e4d","1437434527;1496611807","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2222769/ERR2222769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2222769/ERR2222769_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2222769/ERR2222769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/009/ERR2222769/ERR2222769_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/009/ERR2222769/ERR2222769_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/009/ERR2222769/ERR2222769_2.fastq.gz"
"ERX2276142","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2222770/ERR2222770_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2222770/ERR2222770_2.fastq.gz","ERR2222770","ERX2276142","SAMEA104432345","ERS2050287","PRJEB23973","ERP105761","ERA1159285","ena-RUN-WTCMP-15-12-2017-15:42:39:555-8","ena-EXPERIMENT-WTCMP-15-12-2017-15:42:39:555-8","17970_36hrpos2","ena-STUDY-WTCMP-15-12-2017-15:42:42:006-204","PAIRED","RANDOM PCR","TRANSCRIPTOMIC","ssRNA-seq","unspecified","NextSeq 500","ILLUMINA","6314174300","42685315","185431","Trypanosoma brucei brucei TREU927","36 hour timepoint, tet-induced, replicate 2, clone 17970","NextSeq 500 paired end sequencing","The ATR kinase of Trypanosoma brucei links DNA damage signalling during antigenic variation with regulation of RNA Polymerase I transcribed surface antigens","Tet-induced sample, 36 hour timepoint, replicate 2, clone 17970","82589556cf5117fad5ad1caa2da1e19b;87aa654ff777e183307b02ef3afd5ee2","1693692353;1768003924","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2222770/ERR2222770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2222770/ERR2222770_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2222770/ERR2222770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/000/ERR2222770/ERR2222770_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/000/ERR2222770/ERR2222770_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/000/ERR2222770/ERR2222770_2.fastq.gz"
"ERX2276143","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2222771/ERR2222771_1.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2222771/ERR2222771_2.fastq.gz","ERR2222771","ERX2276143","SAMEA104432346","ERS2050288","PRJEB23973","ERP105761","ERA1159285","ena-RUN-WTCMP-15-12-2017-15:42:39:555-9","ena-EXPERIMENT-WTCMP-15-12-2017-15:42:39:555-9","17970_24hrneg3","ena-STUDY-WTCMP-15-12-2017-15:42:42:006-204","PAIRED","RANDOM PCR","TRANSCRIPTOMIC","ssRNA-seq","unspecified","NextSeq 500","ILLUMINA","5779482932","39040448","185431","Trypanosoma brucei brucei TREU927","24 hour timepoint, uninduced, replicate 3, clone 17970","NextSeq 500 paired end sequencing","The ATR kinase of Trypanosoma brucei links DNA damage signalling during antigenic variation with regulation of RNA Polymerase I transcribed surface antigens","Uninduced sample, 24 hour timepoint, replicate 3, clone 17970","eea9b01ed30682a335def29953386d4d;27223601fd325ea942910b0a670e7aa6","1546577196;1614195705","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2222771/ERR2222771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2222771/ERR2222771_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2222771/ERR2222771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR222/001/ERR2222771/ERR2222771_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/001/ERR2222771/ERR2222771_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR222/001/ERR2222771/ERR2222771_2.fastq.gz"
